"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"45045","Greenville, SC","5","CA1","1","...","Personal income (thousands of dollars)",774869,848212,927190,1043957,1195278,1361317,1439247,1603902,1765578,1989756,2246450,2554376,2855092,3024532,3267192,3619994,3920135,4231673,4576903,5082221,5466132,5954926,6102357,6520167,6944375,7457492,8149877,8714416,9215313,10105071,10497949,11326396,11885201,12052492,12230898,12512571,13135165,14289131,15401747,16138158,15288231,15913386,17014659,18341108,18591809,20054720,21427856,22094260
"45045","Greenville, SC","5","CA1","2","...","Population (persons) 1/",235655,241738,247999,255538,259782,267229,269941,268404,275262,278162,283577,289194,293314,295615,297531,299823,302514,304710,307536,312337,316438,321857,325834,330074,335286,341207,347370,354570,361184,367948,374851,380949,385780,390197,394242,399319,405608,415957,427970,438742,446655,452803,459101,466431,473442,481657,490661,498766
"45045","Greenville, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",3288,3509,3739,4085,4601,5094,5332,5976,6414,7153,7922,8833,9734,10231,10981,12074,12959,13888,14882,16272,17274,18502,18728,19754,20712,21856,23462,24577,25514,27463,28006,29732,30808,30888,31024,31335,32384,34352,35988,36783,34228,35144,37061,39322,39269,41637,43671,44298
"45047","Greenwood, SC","5","CA1","1","...","Personal income (thousands of dollars)",160365,169783,182505,199234,225242,252544,271342,308483,335957,370037,412902,472136,521620,542449,592979,647028,665793,712521,760927,818244,869822,925504,958491,1030383,1082929,1152117,1241013,1293164,1400840,1437093,1467037,1547750,1602755,1622968,1653363,1705317,1763796,1830320,1937314,2073109,2025685,2077688,2162801,2154394,2186532,2264975,2359938,2418057
"45047","Greenwood, SC","5","CA1","2","...","Population (persons) 1/",51590,49768,50802,51168,52527,53494,54153,55027,55998,56393,56929,56099,56878,57563,57559,57657,58275,58529,58742,59114,59715,59647,60406,61256,62114,62981,63715,64706,64990,65663,66054,66303,66544,66996,67288,67255,67630,68091,68198,68862,69598,69732,69805,69913,69807,69648,69902,70133
"45047","Greenwood, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",3108,3411,3592,3894,4288,4721,5011,5606,5999,6562,7253,8416,9171,9424,10302,11222,11425,12174,12954,13842,14566,15516,15867,16821,17435,18293,19478,19985,21555,21886,22210,23344,24086,24225,24571,25356,26080,26880,28407,30105,29106,29795,30983,30815,31323,32520,33761,34478
"45049","Hampton, SC","5","CA1","1","...","Personal income (thousands of dollars)",39605,43279,46784,52347,63841,69464,69208,76448,83283,100190,111330,115504,130617,134274,145989,163621,166781,176553,186259,200080,214850,224346,230180,244589,262715,292345,303415,324875,348637,363749,380207,399402,414212,415965,425564,435189,445674,463448,491922,518533,534708,537839,555443,543893,526467,537435,550763,572227
"45049","Hampton, SC","5","CA1","2","...","Population (persons) 1/",16097,15855,15972,15921,16528,16984,17358,17037,17604,17893,18066,18227,18444,18419,18302,18172,18052,18331,18305,18197,18207,18261,18558,18948,19467,19763,20178,20442,20754,21038,21209,21344,21262,21186,21267,21072,21109,21104,21295,21212,21205,21051,20775,20725,20378,20400,20056,19922
"45049","Hampton, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",2460,2730,2929,3288,3863,4090,3987,4487,4731,5599,6162,6337,7082,7290,7977,9004,9239,9631,10175,10995,11800,12286,12403,12908,13495,14793,15037,15893,16799,17290,17927,18713,19481,19634,20011,20652,21113,21960,23100,24445,25216,25549,26736,26243,25835,26345,27461,28723
"45051","Horry, SC","5","CA1","1","...","Personal income (thousands of dollars)",191660,212822,257526,297954,341310,388988,440820,486842,537639,633859,696066,790939,920649,1020205,1175905,1343727,1486971,1597137,1763324,1925566,2134740,2282135,2400843,2555801,2652317,2927407,3250597,3598524,3950292,4248245,4534019,4854896,4981860,5138560,5438079,5883195,6372233,7039489,7474808,7738585,7640089,7756764,8142275,8495538,8928142,9585313,10388463,10901662
"45051","Horry, SC","5","CA1","2","...","Population (persons) 1/",69187,70824,75344,78831,81948,85053,88051,93038,93639,97409,99379,102469,106333,109274,114747,120757,126528,130766,134935,137545,140577,145177,150181,154129,152082,157327,164138,171864,179069,186009,191833,198019,201982,206566,211725,219094,229899,242194,252464,260609,265640,270519,275426,281772,289310,298795,309871,322342
"45051","Horry, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",2770,3005,3418,3780,4165,4573,5006,5233,5742,6507,7004,7719,8658,9336,10248,11128,11752,12214,13068,14000,15186,15720,15986,16582,17440,18607,19804,20938,22060,22839,23635,24517,24665,24876,25685,26852,27718,29065,29607,29694,28761,28674,29562,30150,30860,32080,33525,33820
"45053","Jasper, SC","5","CA1","1","...","Personal income (thousands of dollars)",25265,28552,32265,37513,44018,47643,54294,59443,65221,74003,83666,94527,106334,113837,120639,132206,143006,151624,157745,166811,177059,191149,201928,219866,239047,254073,267104,298168,311120,332805,349007,378273,381497,394341,415782,469450,499495,540211,538354,536284,545058,546925,571530,587911,624202,667801,717253,747895
"45053","Jasper, SC","5","CA1","2","...","Population (persons) 1/",11398,11803,11501,11563,12409,12597,12967,12974,13897,14291,14147,14426,14069,14386,14407,14675,14782,15002,15160,15327,15518,15532,15954,16228,16543,17088,17511,18201,19676,20040,20447,20721,21024,21102,21236,21456,21845,22406,22971,23620,24234,24922,25408,25952,26624,26998,27889,28465
"45053","Jasper, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",2217,2419,2805,3244,3547,3782,4187,4582,4693,5178,5914,6553,7558,7913,8374,9009,9674,10107,10405,10883,11410,12307,12657,13549,14450,14869,15253,16382,15812,16607,17069,18256,18146,18687,19579,21880,22865,24110,23436,22705,22491,21945,22494,22654,23445,24735,25718,26274
"45055","Kershaw, SC","5","CA1","1","...","Personal income (thousands of dollars)",103311,113734,120585,133010,149464,170782,185954,205023,227099,260661,293350,319270,355164,373899,410103,455360,480289,513755,538559,599131,655591,702177,722493,765561,788420,838955,898009,986352,1039493,1119438,1182852,1283119,1313671,1361913,1468570,1579966,1645527,1772399,1885312,1962923,1941788,1959027,2026624,2119591,2172717,2246406,2403447,2462416
"45055","Kershaw, SC","5","CA1","2","...","Population (persons) 1/",34693,34787,35653,36092,37149,37247,38715,38820,39216,38344,38273,39188,39755,39846,39737,40650,41336,41711,42518,43480,44007,43638,44409,45333,46385,47001,47660,48726,49713,50774,51708,52851,53474,53714,54614,55415,56506,58060,59380,60395,61143,61682,62029,62206,62526,63100,63521,64097
"45055","Kershaw, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",2978,3269,3382,3685,4023,4585,4803,5281,5791,6798,7665,8147,8934,9384,10320,11202,11619,12317,12667,13779,14897,16091,16269,16887,16997,17850,18842,20243,20910,22047,22876,24278,24567,25355,26890,28512,29121,30527,31750,32501,31758,31760,32672,34074,34749,35601,37837,38417
"45057","Lancaster, SC","5","CA1","1","...","Personal income (thousands of dollars)",124349,132678,142419,162940,181388,194878,205854,239275,268709,311118,353958,403878,455435,467710,498216,542654,567205,594685,634889,683236,744101,789388,809983,857646,893947,941887,982712,1040690,1086731,1151120,1215372,1284910,1373230,1414657,1471590,1570431,1664817,1782370,1957952,2157633,2161522,2312602,2491873,2647809,2803272,3024014,3446761,3668045
"45057","Lancaster, SC","5","CA1","2","...","Population (persons) 1/",42092,43424,44367,44810,45560,46395,46456,48038,47762,50626,52330,53529,54025,54088,53825,53877,54006,53922,54106,54199,54223,54696,55413,55525,56065,56558,57290,57909,58958,60255,61103,61571,62250,63282,64210,65079,65875,66992,69504,72733,75394,76956,77734,79184,80486,83232,86026,89594
"45057","Lancaster, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",2954,3055,3210,3636,3981,4200,4431,4981,5626,6145,6764,7545,8430,8647,9256,10072,10503,11029,11734,12606,13723,14432,14617,15446,15945,16653,17153,17971,18432,19104,19891,20869,22060,22355,22918,24131,25272,26606,28170,29665,28670,30051,32056,33439,34829,36332,40067,40941
"45059","Laurens, SC","5","CA1","1","...","Personal income (thousands of dollars)",140358,147171,158499,177854,200724,217985,231194,263946,288729,324271,362342,403601,446149,464466,504443,548977,583835,628179,668029,716937,789184,844242,889113,947817,1002635,1072445,1142760,1189308,1275042,1343287,1365405,1434814,1510461,1453308,1464430,1569020,1641500,1667015,1812903,1806257,1783080,1814623,1894999,1895832,1920013,2015322,2088603,2136841
"45059","Laurens, SC","5","CA1","2","...","Population (persons) 1/",49590,49529,49188,49416,50148,50706,51021,50763,51392,51660,51593,52499,53468,53391,53511,53903,54551,55069,55684,56621,57430,58423,59261,60153,61111,62133,63479,64976,66517,67922,68783,69428,69407,68841,68468,67784,67629,67388,67172,67173,66897,66516,66415,66243,66159,66487,66545,66777
"45059","Laurens, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",2830,2971,3222,3599,4003,4299,4531,5200,5618,6277,7023,7688,8344,8699,9427,10185,10703,11407,11997,12662,13742,14451,15003,15757,16407,17260,18002,18304,19169,19777,19851,20666,21762,21111,21389,23147,24272,24738,26989,26890,26654,27281,28533,28619,29021,30312,31386,32000
"45061","Lee, SC","5","CA1","1","...","Personal income (thousands of dollars)",30540,36258,40393,45344,53473,62603,59138,68227,72810,81102,89214,93110,110370,115968,113707,137736,145785,142590,153712,175549,185713,197851,213931,225829,236013,260806,266034,291937,305566,322438,329194,360332,375319,358343,368768,387125,401865,400256,412237,438158,439965,443952,452673,472416,483069,456625,470849,496808
"45061","Lee, SC","5","CA1","2","...","Population (persons) 1/",17996,18230,18222,17689,17882,18028,18336,18885,18772,18952,18930,18891,18680,18525,18565,18641,18666,18673,18647,18556,18476,18447,18606,18788,18680,19434,20163,20113,20358,20374,20162,20088,19957,19970,20005,20157,20079,20001,19836,19697,19352,19205,18917,18672,18413,18362,17865,17635
"45061","Lee, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",1697,1989,2217,2563,2990,3473,3225,3613,3879,4279,4713,4929,5908,6260,6125,7389,7810,7636,8243,9460,10052,10725,11498,12020,12635,13420,13194,14515,15010,15826,16327,17938,18806,17944,18434,19205,20014,20012,20782,22245,22735,23116,23929,25301,26235,24868,26356,28172
"45063","Lexington, SC","5","CA1","1","...","Personal income (thousands of dollars)",298379,339246,385783,448336,526461,602473,655315,734901,827592,948459,1087193,1227805,1387478,1507956,1672047,1894413,2083004,2274527,2465057,2692918,2927640,3134570,3268156,3491639,3734268,3986077,4265539,4544102,4971178,5336460,5908595,6362975,6398137,6601738,6875422,7336324,7613219,8146795,8697284,9075544,8959178,9064438,9571120,10090035,10384594,11063212,11868215,12261518
"45063","Lexington, SC","5","CA1","2","...","Population (persons) 1/",84983,89793,93887,100766,108843,113994,119942,124769,129323,133920,137574,141159,143921,145414,147602,149545,151809,155241,158809,161374,164595,168907,173422,178028,183509,188582,193548,198215,203873,208910,213243,216873,220099,222761,226887,230832,235176,241219,246461,252747,258983,263369,266417,269949,273373,277439,281555,286196
"45063","Lexington, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",3511,3778,4109,4449,4837,5285,5464,5890,6399,7082,7903,8698,9641,10370,11328,12668,13721,14652,15522,16687,17787,18558,18845,19613,20349,21137,22039,22925,24384,25544,27708,29340,29069,29636,30303,31782,32372,33773,35289,35908,34594,34417,35925,37378,37987,39876,42152,42843
"45065","McCormick, SC","5","CA1","1","...","Personal income (thousands of dollars)",16413,17807,18708,21672,24749,26547,30898,34796,36907,40135,44105,49128,52522,53910,57861,61639,63721,67698,69913,74804,83343,92033,96241,105677,110553,120284,128049,137589,147919,156792,164284,175786,183429,187700,191144,201958,217305,240309,254552,267602,270612,274545,293577,301868,301372,314856,328584,337182
"45065","McCormick, SC","5","CA1","2","...","Population (persons) 1/",8298,7920,7833,7904,8142,8129,7944,8227,8057,7970,7961,7722,7398,7413,7401,7500,7518,7461,7680,8237,8835,8876,8921,9031,9243,9307,9467,9673,9767,9832,9898,9957,10095,10110,10167,9982,10049,10166,10162,10224,10235,10225,10050,9944,9913,9829,9702,9643
"45065","McCormick, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",1978,2248,2388,2742,3040,3266,3889,4229,4581,5036,5540,6362,7099,7272,7818,8219,8476,9074,9103,9081,9433,10369,10788,11702,11961,12924,13526,14224,15145,15947,16598,17655,18170,18566,18800,20232,21625,23639,25049,26174,26440,26850,29212,30357,30402,32033,33868,34967
"45067","Marion, SC","5","CA1","1","...","Personal income (thousands of dollars)",66948,72482,80493,90986,105970,120374,133676,141816,150905,173889,185714,204433,230263,245207,264807,287046,301885,307617,330763,354934,384437,404599,433097,462012,478825,508490,519763,541452,572628,584021,610639,644299,651826,660538,700662,717783,725254,744687,786969,814652,808393,821966,837615,836503,849588,878325,907495,930159
"45067","Marion, SC","5","CA1","2","...","Population (persons) 1/",29494,30384,31113,30964,32336,32711,33058,32617,33494,33769,34301,34226,34305,34284,34309,34309,34146,34182,34116,33916,34125,33926,34458,34728,35075,35392,35526,35423,35658,35430,35425,35463,35119,34786,34690,34577,34334,33994,33842,33724,33277,32957,32784,32425,32073,31921,31729,31726
"45067","Marion, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",2270,2386,2587,2938,3277,3680,4044,4348,4505,5149,5414,5973,6712,7152,7718,8366,8841,8999,9695,10465,11266,11926,12569,13304,13651,14367,14630,15285,16059,16484,17238,18168,18560,18989,20198,20759,21123,21906,23254,24156,24293,24941,25550,25798,26489,27516,28601,29319
"45069","Marlboro, SC","5","CA1","1","...","Personal income (thousands of dollars)",58618,66110,73357,79212,94128,105522,102293,118500,127348,144611,163467,181217,202782,207992,210567,235653,241805,243944,267107,280898,303105,322156,355664,367634,379907,404257,408735,436756,459917,463659,474565,498615,525393,513667,535941,558316,583713,595295,595780,625038,618301,617254,638387,656780,684857,675050,685454,705288
"45069","Marlboro, SC","5","CA1","2","...","Population (persons) 1/",27095,27189,27849,28336,28841,29586,29780,29911,30323,30621,31346,31683,31778,31822,31447,31094,30697,30139,29922,29774,29413,29734,30044,30023,29945,29783,29690,29425,29158,29037,28906,28800,28606,28599,28485,28351,27918,29199,29221,29079,29189,28896,28477,28159,27958,27909,27541,26945
"45069","Marlboro, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",2163,2431,2634,2795,3264,3567,3435,3962,4200,4723,5215,5720,6381,6536,6696,7579,7877,8094,8927,9434,10305,10835,11838,12245,12687,13573,13767,14843,15773,15968,16418,17313,18367,17961,18815,19693,20908,20388,20389,21494,21183,21361,22418,23324,24496,24188,24888,26175
"45071","Newberry, SC","5","CA1","1","...","Personal income (thousands of dollars)",80215,88487,94582,104273,120907,131665,143700,171507,183806,202171,230458,253002,280704,292354,311061,349015,364090,383100,391056,417476,442773,456534,480751,506900,528869,557045,591973,626428,663596,686841,712064,751665,799548,788877,835540,910101,932000,987668,1060762,1136871,1126259,1122999,1171468,1205458,1229609,1259440,1335848,1360088
"45071","Newberry, SC","5","CA1","2","...","Population (persons) 1/",28894,29306,29676,29840,29963,30267,30659,30841,31017,30867,31078,31374,31803,32069,32102,32394,32541,32684,33126,33088,33216,33233,33675,33854,34142,34150,34732,35149,35386,35786,35995,35958,36053,36244,36226,36312,36399,36746,37061,37192,37413,37581,37516,37561,37487,37725,37896,38079
"45071","Newberry, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",2776,3019,3187,3494,4035,4350,4687,5561,5926,6550,7415,8064,8826,9116,9690,10774,11189,11721,11805,12617,13330,13737,14276,14973,15490,16312,17044,17822,18753,19193,19782,20904,22177,21766,23065,25063,25605,26878,28622,30568,30103,29882,31226,32093,32801,33385,35250,35718
"45073","Oconee, SC","5","CA1","1","...","Personal income (thousands of dollars)",113449,129212,141174,157259,173161,184527,194104,226226,250003,282842,324922,371129,413091,437657,489654,552999,614496,678439,731669,804185,878910,951571,977656,1023687,1085168,1150521,1230309,1299209,1374278,1461811,1511951,1628369,1687883,1727443,1786498,1907517,1963958,2082811,2204701,2405028,2324641,2366466,2549065,2589082,2618309,2752758,2888583,2967386
"45073","Oconee, SC","5","CA1","2","...","Population (persons) 1/",39992,40925,42274,43322,43945,44403,44878,45481,45763,46723,47578,48862,49708,50425,50623,51003,52176,53442,54580,55639,56781,57699,58258,58865,59806,60639,61707,62826,63735,64519,65513,66434,67170,68194,68900,69615,70581,71490,72407,73089,73829,74355,74233,74603,74954,75221,75744,76355
"45073","Oconee, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",2837,3157,3339,3630,3940,4156,4325,4974,5463,6054,6829,7595,8310,8679,9673,10842,11777,12695,13405,14454,15479,16492,16781,17390,18145,18973,19938,20679,21562,22657,23079,24511,25129,25331,25929,27401,27826,29134,30449,32905,31487,31827,34339,34705,34932,36596,38136,38863
"45075","Orangeburg, SC","5","CA1","1","...","Personal income (thousands of dollars)",163143,177239,197378,225567,256825,291148,320363,353720,380251,429073,485447,536260,597993,626712,670315,750422,805402,849716,918877,988133,1070165,1131277,1177743,1270483,1327340,1405708,1461054,1532530,1622839,1700716,1756315,1841312,1946803,1994174,2034503,2108399,2171757,2262189,2361937,2434521,2456333,2470658,2543832,2559251,2574727,2638189,2719476,2775554
"45075","Orangeburg, SC","5","CA1","2","...","Population (persons) 1/",69786,69781,70650,71757,74215,76698,78199,79796,80902,81912,81410,82478,83015,82909,82744,82896,83775,84259,84686,84589,84814,85050,86693,87831,88855,89553,89511,89860,90540,91057,91313,91524,91536,91676,91788,91691,92197,91761,92626,92886,92755,92292,91713,91397,90598,89886,88869,87903
"45075","Orangeburg, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",2338,2540,2794,3143,3461,3796,4097,4433,4700,5238,5963,6502,7203,7559,8101,9053,9614,10085,10850,11682,12618,13301,13585,14465,14938,15697,16323,17055,17924,18677,19234,20118,21268,21752,22165,22995,23556,24653,25500,26210,26482,26770,27737,28001,28419,29350,30601,31575
"45077","Pickens, SC","5","CA1","1","...","Personal income (thousands of dollars)",166826,185387,205304,236925,275900,307715,330828,378897,427126,477696,537859,616852,687917,724664,792145,877846,941442,1008125,1088691,1197510,1302168,1395669,1453188,1544752,1655986,1771653,1873663,1981990,2067315,2136581,2224626,2376390,2519196,2583585,2649216,2700671,2848361,3061896,3238538,3427378,3306721,3384313,3562945,3719029,3782616,3952387,4153103,4279897
"45077","Pickens, SC","5","CA1","2","...","Population (persons) 1/",58689,59260,61427,64577,67280,69857,71080,72128,74172,76671,78125,79713,81139,82920,83643,84222,85462,87242,88637,90538,92401,94470,97040,98838,99797,101070,102763,104485,106242,108663,109851,111062,111600,111806,112704,113554,114344,115570,116815,118330,119183,119216,119433,119634,119167,120451,121493,122863
"45077","Pickens, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",2843,3128,3342,3669,4101,4405,4654,5253,5759,6230,6885,7738,8478,8739,9471,10423,11016,11556,12283,13227,14093,14774,14975,15629,16594,17529,18233,18969,19459,19662,20251,21397,22573,23108,23506,23783,24910,26494,27724,28965,27745,28388,29832,31087,31742,32813,34184,34835
"45079","Richland, SC","5","CA1","1","...","Personal income (thousands of dollars)",796798,888094,982524,1100849,1222871,1400267,1550525,1657289,1794497,1971943,2189847,2442008,2717215,2901255,3177419,3470373,3728858,4001767,4255562,4534072,4908799,5195713,5471676,5773134,5989874,6345656,6753139,7291671,7560568,8319842,8383965,8958987,9296051,9577397,9905749,10515663,11140602,12189337,12882894,13551050,13295348,13578225,14217426,14746444,15054812,15874472,16845491,17301307
"45079","Richland, SC","5","CA1","2","...","Population (persons) 1/",228855,235456,245452,245823,247093,258589,256775,255612,261536,263524,267657,270522,273316,273620,277126,279015,278114,281319,281418,282161,284032,287491,293101,296053,298614,300204,303364,307100,310504,314800,318034,321981,327446,331285,336273,345750,349003,357096,366111,373789,380245,385791,389475,393501,397488,401337,406842,409549
"45079","Richland, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",3482,3772,4003,4478,4949,5415,6038,6484,6861,7483,8182,9027,9942,10603,11466,12438,13408,14225,15122,16069,17283,18073,18668,19500,20059,21138,22261,23744,24349,26429,26362,27825,28390,28910,29457,30414,31921,34135,35188,36253,34965,35196,36504,37475,37875,39554,41405,42245
"45081","Saluda, SC","5","CA1","1","...","Personal income (thousands of dollars)",37372,39290,42940,47238,55695,58570,61969,71849,77250,87191,98899,108517,119688,124169,131201,152618,161105,171204,179613,199782,217286,229482,248028,264190,277338,299915,320796,338096,375719,401749,397328,411640,437444,430067,456206,498394,519494,530104,544575,576301,583746,574114,574034,587977,604746,613451,652547,662316
"45081","Saluda, SC","5","CA1","2","...","Population (persons) 1/",14897,14536,14719,14767,14855,14870,14908,15924,15160,15318,15638,16124,16004,16212,16309,16486,16549,16298,16276,16201,16417,16474,16684,17042,17478,17791,18014,18193,18442,18769,19011,19191,19191,19180,19096,18904,19131,19310,19417,19503,19677,19899,19872,19977,20123,20098,20171,20197
"45081","Saluda, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",2509,2703,2917,3199,3749,3939,4157,4512,5096,5692,6324,6730,7479,7659,8045,9257,9735,10505,11035,12331,13235,13930,14866,15502,15868,16858,17808,18584,20373,21405,20900,21450,22794,22423,23890,26364,27155,27452,28046,29549,29666,28851,28887,29433,30052,30523,32351,32793
"45083","Spartanburg, SC","5","CA1","1","...","Personal income (thousands of dollars)",515147,565763,621583,693805,792042,880771,956707,1071827,1162514,1315220,1475637,1668377,1855649,1945511,2114158,2362409,2511989,2675873,2890178,3170220,3420226,3674105,3820250,4038129,4317609,4559641,4852448,5123067,5395422,5631452,5944227,6355911,6491168,6704856,6796507,7280820,7652120,8283069,8843632,9323763,8838275,9062655,9616637,10329742,10062058,10959214,11528239,11873558
"45083","Spartanburg, SC","5","CA1","2","...","Population (persons) 1/",171467,174326,177982,183764,187100,189728,191765,190899,195534,197354,199543,203734,205912,207456,208734,211721,214981,215980,217970,220938,224609,227580,230786,233214,235243,238070,241114,244333,246830,249231,251886,254443,256469,258467,260223,261828,264481,268898,274215,279673,283335,284776,286110,288422,290722,293449,297088,301463
"45083","Spartanburg, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",3004,3245,3492,3776,4233,4642,4989,5615,5945,6664,7395,8189,9012,9378,10128,11158,11685,12389,13260,14349,15227,16144,16553,17315,18354,19153,20125,20968,21859,22595,23599,24980,25310,25941,26118,27808,28933,30804,32251,33338,31194,31824,33612,35815,34611,37346,38804,39386
"45085","Sumter, SC","5","CA1","1","...","Personal income (thousands of dollars)",209992,236197,256823,288217,312778,347550,381855,418122,453860,512399,562185,617634,682762,741028,801293,904629,969907,1022362,1094479,1174214,1279572,1409771,1453413,1548713,1613063,1711105,1784775,1873185,1963107,2045817,2129165,2230336,2286247,2417360,2530224,2689264,2786675,2924885,3062049,3192899,3149174,3250020,3458443,3723556,3750583,3857894,3974305,4031174
"45085","Sumter, SC","5","CA1","2","...","Population (persons) 1/",79784,79727,81867,84259,83151,83313,85380,85241,86589,86824,87556,88736,90420,91845,92663,94657,96362,98084,99420,99777,101933,101271,102630,103179,105224,105542,105852,105938,105475,105468,104827,104802,104629,105380,105112,106099,106082,105953,106014,106463,107004,107575,107292,107943,107870,107821,107382,107396
"45085","Sumter, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",2632,2963,3137,3421,3762,4172,4472,4905,5242,5902,6421,6960,7551,8068,8647,9557,10065,10423,11009,11768,12553,13921,14162,15010,15330,16213,16861,17682,18612,19398,20311,21281,21851,22939,24072,25347,26269,27605,28883,29991,29430,30212,32234,34496,34769,35781,37011,37536
"45087","Union, SC","5","CA1","1","...","Personal income (thousands of dollars)",78628,80337,86953,98254,111148,118178,129476,151453,160324,177048,189822,208877,231795,233664,248996,270460,292260,304657,322061,343362,367116,382684,399506,433932,455357,482792,495702,516812,547287,567284,590000,613386,635546,638552,648696,656315,687805,696188,713896,738784,740597,751090,767479,768238,774447,805384,839111,852649
"45087","Union, SC","5","CA1","2","...","Population (persons) 1/",30394,29272,29764,31112,30959,30923,30552,30500,31004,31191,31117,30851,31099,30969,30874,30843,30514,30495,30524,30395,30602,30308,30397,30411,30417,30440,30538,30311,30263,30157,29964,29971,29813,29699,29519,29279,29241,29248,29060,29172,29100,28905,28651,28221,28031,27940,27775,27673
"45087","Union, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",2587,2744,2921,3158,3590,3822,4238,4966,5171,5676,6100,6771,7453,7545,8065,8769,9578,9990,10551,11297,11996,12627,13143,14269,14970,15860,16232,17050,18084,18811,19690,20466,21318,21501,21976,22416,23522,23803,24566,25325,25450,25985,26787,27222,27628,28825,30211,30812
"45089","Williamsburg, SC","5","CA1","1","...","Personal income (thousands of dollars)",64374,69868,75718,85937,97464,116763,128567,138592,147482,170070,184745,195862,227336,238264,264979,280965,296659,312592,333606,359039,387845,402658,423724,455647,470082,500024,506662,515937,534142,542785,559996,598971,646627,613818,636590,648263,685757,711157,739405,782428,797838,819428,872439,852794,859204,872146,897991,917913
"45089","Williamsburg, SC","5","CA1","2","...","Population (persons) 1/",34693,34219,34648,34940,35173,35134,36077,37360,37266,38026,38599,38213,38035,37736,37905,37778,37749,37285,37310,37364,37185,36769,37007,37100,37274,37608,37502,37538,37481,37371,37347,37145,36751,36333,35592,35561,35193,35458,35444,35090,34622,34340,34144,33628,33132,32790,32573,31955
"45089","Williamsburg, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",1856,2042,2185,2460,2771,3323,3564,3710,3958,4472,4786,5126,5977,6314,6991,7437,7859,8384,8941,9609,10430,10951,11450,12282,12612,13296,13510,13744,14251,14524,14994,16125,17595,16894,17886,18230,19486,20056,20861,22298,23044,23862,25552,25360,25933,26598,27569,28725
"45091","York, SC","5","CA1","1","...","Personal income (thousands of dollars)",241429,263396,292515,328358,376829,420819,465266,534135,604160,698426,793306,895783,1010153,1100456,1217609,1384472,1494075,1621118,1764506,1952019,2131705,2305415,2379774,2522662,2667191,2882851,3112905,3335244,3536881,3762899,4012105,4367458,4547858,4853106,5141708,5516776,5973550,6590703,7120049,7743444,7396187,7478464,8041923,8652485,8765808,9379618,10049162,10486063
"45091","York, SC","5","CA1","2","...","Population (persons) 1/",83884,85857,89341,91174,91878,93122,94427,96902,97914,101113,104125,107344,109488,111121,112310,114594,117905,120583,123507,126138,129103,132348,135230,137204,139580,141818,145041,148644,152996,157252,161546,165620,169103,173021,177138,181839,188117,197892,208640,217463,223616,226923,230197,234385,239049,245051,251021,258526
"45091","York, SC","5","CA1","3","...","Per capita personal income (dollars) 2/",2878,3068,3274,3601,4101,4519,4927,5512,6170,6907,7619,8345,9226,9903,10842,12082,12672,13444,14287,15475,16512,17419,17598,18386,19109,20328,21462,22438,23117,23929,24836,26370,26894,28049,29027,30339,31754,33305,34126,35608,33075,32956,34935,36916,36670,38276,40033,40561
"Note: See the included footnote file."
"CA1: Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"Last updated: November 16, 2017-- new estimates for 2016; revised estimates for 2010-2015."
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Income Division"
